Series Name,"Series Code","Country Name","Country Code","1970 [YR1970]","1980 [YR1980]","1990 [YR1990]","2000 [YR2000]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]","2020 [YR2020]","2021 [YR2021]"
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Curacao","CUW","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Cyprus","CYP","","98.8915328979492","98.4200897216797","99.0717163085938","","","95.0144424438477","92.2026672363281","97.9340209960938","98.3295135498047","98.8522567749023","","","97.5044708251953","98.1106491088867",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Czechia","CZE","","","","98.5490417480469","99.1760101318359","99.2513885498047","99.2305603027344","99.2887191772461","99.451042175293","99.5149383544922","99.4843521118164","99.4514999389648","99.5277709960938","99.5787200927734","99.5009918212891",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Denmark","DNK","","99.7313385009766","99.2268524169922","99.9323577880859","","","99.4903564453125","99.6596908569336","99.9285736083984","","99.5678405761719","99.8414993286133","99.8543167114258","99.8645706176758","99.8225631713867","99.727897644043"
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Djibouti","DJI","","","80.2826232910156","","","","75.86328125","84.4022979736328","","","","","","88.2474212646484","89.4515533447266","86.4029922485352"
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Dominica","DMA","","","","86.2389068603516","93.765007019043","89.7380599975586","93.9019165039062","89.6745834350586","83.6187973022461","77.9956893920898","","","","","","93.0233383178711"
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Dominican Republic","DOM","","","","","","83.5635528564453","94.8122787475586","82.8376770019531","96.3819122314453","87.3734436035156","83.935546875","84.3487319946289","94.8599090576172","89.3094711303711","63.6945190429688",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Ecuador","ECU","","70.6427917480469","","77.8499374389648","95.1434326171875","87.2359085083008","94.1747207641602","","84.6728515625","92.5515289306641","93.5159072875977","99.1730728149414","96.9876480102539","96.9299774169922","98.7390823364258","99.6412963867188"
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Egypt, Arab Rep.","EGY","","","","98.9977188110352","","","","","","","97.3792495727539","97.6362686157227","99.3827667236328","99.7280807495117","99.8412170410156",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","El Salvador","SLV","35.6431617736816","16.9322490692139","","67.0335006713867","87.3174514770508","87.0142211914062","87.3637924194336","85.9973068237305","82.5175170898438","82.5127029418945","78.8279037475586","86.5487823486328","","85.1827011108398","87.1645736694336",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Equatorial Guinea","GNQ","","","","","66.4421920776367","76.0173492431641","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Eritrea","ERI","","","","60.5433082580566","92.9847869873047","84.7513275146484","77.6005477905273","","73.0771789550781","","","79.9842529296875","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Estonia","EST","","","","98.9138488769531","97.8457794189453","97.5151519775391","97.2686004638672","97.9843063354492","98.2832870483398","99.2760620117188","99.5785980224609","99.8076782226562","99.5702514648438","99.8255386352539","99.7534637451172","99.6730270385742"
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Eswatini","SWZ","66.1316070556641","78.8572692871094","76.1976089477539","73.9839477539062","82.383918762207","84.6769027709961","89.3381271362305","93.9266204833984","93.8369293212891","94.3931274414062","95.1697387695312","97.0777435302734","97.3484497070312","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Ethiopia","ETH","","","","64.6218566894531","48.6313400268555","44.1235389709473","","","44.1405410766602","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Faroe Islands","FRO","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Fiji","FJI","","93.3341217041016","","89.8139495849609","","97.0811767578125","98.3807983398438","","","92.4998397827148","","","","79.5470886230469","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Finland","FIN","","","99.4947967529297","99.3630294799805","99.6796035766602","99.6913299560547","99.4886016845703","99.6795425415039","99.8567428588867","99.7999420166016","99.8110733032227","99.7455215454102","99.6671600341797","99.6810684204102","99.8100662231445","99.2540969848633"
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","France","FRA","","","96.6000518798828","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","French Polynesia","PYF","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Gabon","GAB","","62.9267616271973","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Gambia, The","GMB","","","","72.997200012207","67.4148330688477","85.8504409790039","76.5318298339844","80.0716934204102","80.9003677368164","79.1796188354492","","","86.9951019287109","84.7079391479492","81.2964477539062",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Georgia","GEO","","","","","","94.6591491699219","99.847282409668","98.9374008178711","96.9166564941406","99.4636077880859","99.2162628173828","99.3368225097656","99.1166381835938","98.9263763427734","99.394287109375","99.374397277832"
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Germany","DEU","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Ghana","GHA","","77.665901184082","","66.247932434082","","","88.1182479858398","89.7566604614258","","","90.2174377441406","86.3419876098633","","","","92.4319229125977"
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Gibraltar","GIB","","","","","","","","","","","","","","81.0733413696289","77.208137512207",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Greece","GRC","","98.2727279663086","","","93.7138519287109","95.1337814331055","92.1032104492188","93.030517578125","","96.1793823242188","98.8203201293945","98.1363296508789","99.5101089477539","99.6374664306641","99.5314102172852",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Greenland","GRL","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Grenada","GRD","","","","","","","","","","","","87.2389602661133","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Guam","GUM","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Guatemala","GTM","34.2825393676758","45.9131393432617","","55.8761596679688","75.2610626220703","72.0698013305664","73.6930923461914","77.0241088867188","79.6145629882812","","82.8948516845703","88.007698059082","77.7094268798828","81.2997207641602","95.4177093505859","92.134033203125"
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Guinea","GIN","","55.0595893859863","75.3338623046875","","","59.5122604370117","66.1231079101562","66.5953826904297","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Guinea-Bissau","GNB","","20.2632293701172","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Guyana","GUY","","91.2231063842773","","77.1733932495117","","94.6162185668945","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Haiti","HTI","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Honduras","HND","","","","","79.884391784668","75.0497131347656","75.9860916137695","82.2721405029297","","86.7884902954102","87.3173522949219","","","81.4206771850586","77.4848937988281","93.625617980957"
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Hong Kong SAR, China","HKG","","99.0416412353516","98.5173492431641","","99.7745513916016","99.6433715820312","99.8373031616211","99.508171081543","99.3027801513672","99.2695388793945","99.4370498657227","99.2122421264648","98.2984771728516","98.9976577758789","90.9600296020508","85.6163864135742"
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Hungary","HUN","","","","","","","0","0","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Iceland","ISL","","","","99.0226593017578","98.123779296875","98.4384613037109","98.7615509033203","99.2751388549805","98.8167495727539","98.8680725097656","99.1029891967773","99.4620513916016","99.3848495483398","99.0218276977539","99.418571472168",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","India","IND","","","","59.0063400268555","","","","81.8377532958984","93.2661972045898","90.1634521484375","87.7373733520508","","","98.492919921875","99.6244201660156",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Indonesia","IDN","","","84.0035171508789","","89.5358428955078","89.5260696411133","86.4065628051758","84.0093383789062","","","98.8817367553711","99.5062637329102","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Iran, Islamic Rep.","IRN","","","90.7558670043945","97.444091796875","98.1307067871094","96.1757736206055","","86.181282043457","98.370231628418","98.3658599853516","97.3869094848633","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Iraq","IRQ","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Ireland","IRL","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Isle of Man","IMN","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Israel","ISR","","","","","98.9286804199219","99.0322723388672","99.1751022338867","99.2633819580078","98.8958129882812","99.279167175293","98.7972869873047","99.0707168579102","99.0317993164062","99.1061172485352","98.8156433105469",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Italy","ITA","","","","","99.5177536010742","99.3345489501953","98.9404373168945","99.4176635742188","99.1757202148438","99.2369613647461","99.7548294067383","99.7647094726562","99.8151092529297","99.8667831420898","99.1628799438477",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Jamaica","JAM","","","94.6138763427734","87.1151428222656","88.1024475097656","","87.5203628540039","95.3927764892578","","","94.1136932373047","96.8594207763672","94.5005874633789","72.1055297851562","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Japan","JPN","","99.8412017822266","99.9221267700195","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Jordan","JOR","","94.6856002807617","","","98.4715423583984","","","","","","","97.2688827514648","96.4944229125977","95.3463363647461","97.9189834594727","98.6084518432617"
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Kazakhstan","KAZ","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Kenya","KEN","73.8879318237305","60.695369720459","","","","","","","93.5672836303711","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Kiribati","KIR","","90.12548828125","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Korea, Dem. People's Rep.","PRK","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Korea, Rep.","KOR","","","99.736686706543","99.1650466918945","99.1309509277344","99.3125228881836","99.6073379516602","99.3882827758789","99.4855270385742","99.452392578125","99.477897644043","99.3118667602539","99.3505020141602","99.2572937011719","99.7448577880859","98.7146835327148"
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Kosovo","XKX","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Kuwait","KWT","","","","","","94.0715408325195","95.698486328125","","","96.0771331787109","92.2715835571289","92.7654495239258","88.5445327758789","93.9547424316406","85.7431411743164",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Kyrgyz Republic","KGZ","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Lao PDR","LAO","","","","53.4781799316406","68.0158767700195","69.9473571777344","73.3374176025391","77.6148681640625","78.7229766845703","79.634033203125","81.0819702148438","82.1709518432617","82.948127746582","82.0526733398438","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Latvia","LVA","","","","","94.9269409179688","92.5448989868164","93.8363876342773","94.6479110717773","96.0980682373047","97.3743896484375","97.1077880859375","97.5210800170898","97.216682434082","97.399772644043","98.8109970092773","95.8122024536133"
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Lebanon","LBN","","","","96.3194122314453","93.6420974731445","96.0360565185547","","97.0781707763672","","85.8985900878906","95.8947906494141","87.7592391967773","87.6621017456055","88.0156097412109","88.1936874389648","95.3456726074219"
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Lesotho","LSO","41.2651214599609","59.9807090759277","70.7225494384766","67.1598205566406","75.3504333496094","76.4353713989258","69.0806884765625","79.5611801147461","77.3252182006836","83.7048187255859","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Liberia","LBR","","","","","","","","","","","54.9791717529297","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Libya","LBY","","86.4291381835938","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Liechtenstein","LIE","","","","","76.6015319824219","75.0723724365234","","","96.6898498535156","97.2816314697266","98.1160888671875","97.5291595458984","90.1269912719727","","96.268440246582",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Lithuania","LTU","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Luxembourg","LUX","","","","95.5334930419922","","","96.7113265991211","92.8771133422852","","","96.4279022216797","","","","96.254768371582",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Macao SAR, China","MAC","","","","98.7975997924805","","","","","","","","99.4647903442383","98.9737777709961","99.6967086791992","99.4657897949219","99.554328918457"
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Madagascar","MDG","","","39.3990592956543","36.1403388977051","39.5192985534668","40.6585693359375","37.969799041748","40.0512199401855","42.5731391906738","35.1020584106445","","","31.569299697876","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Malawi","MWI","","37.7555618286133","46.3072509765625","48.8062782287598","59.256519317627","57.7070693969727","70.1109924316406","64.443489074707","","","","","71.6671371459961","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Malaysia","MYS","","96.8234329223633","98.1714630126953","","","","","95.2739562988281","92.0309677124023","","97.1920776367188","93.8299102783203","93.9953002929688","97.214111328125","98.6310501098633",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Maldives","MDV","","","","","90.4017333984375","87.441650390625","95.1728973388672","92.6463165283203","","91.358642578125","94.6350936889648","95.1925735473633","96.1358871459961","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Mali","MLI","","47.3536796569824","","88.2187118530273","87.6494598388672","70.7383804321289","56.5300102233887","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Malta","MLT","","91.9049606323242","","97.9591827392578","96.5756607055664","95.5725479125977","98.4854125976562","97.2406311035156","97.1507720947266","","94.8501892089844","","97.4531936645508","98.9021224975586","96.1805419921875","96.7650527954102"
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Marshall Islands","MHL","","","","","","","","","","","","","","79.0464706420898","86.6404037475586","86.3914566040039"
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Mauritania","MRT","","","75.1704864501953","","","","75.3113021850586","","","","70.6646423339844","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Mauritius","MUS","","","98.3144607543945","98.3762130737305","98.5055465698242","98.6097564697266","96.9746932983398","98.8252563476562","97.3616027832031","98.1025085449219","96.5598678588867","97.8008117675781","97.2089767456055","97.0804672241211","96.2859268188477",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Mexico","MEX","","69.5901718139648","76.4373779296875","88.2877578735352","96.4677429199219","96.7403335571289","95.6582336425781","96.6895294189453","96.8546829223633","93.2108688354492","99.0864791870117","96.3908081054688","97.8125686645508","97.6186599731445","98.6749801635742","98.1004791259766"
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Micronesia, Fed. Sts.","FSM","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Moldova","MDA","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Monaco","MCO","","","","","","","","","","","","","","","93.8095703125",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Mongolia","MNG","","","","","","","","","","97.9220733642578","97.2834625244141","97.7722396850586","98.5903930664062","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Montenegro","MNE","","","","","","80.4985961914062","","","","93.1924285888672","98.0239181518555","99.0987091064453","86.7825164794922","99.0524978637695","98.4279708862305","99.4673614501953"
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Morocco","MAR","","80.2362594604492","73.5273590087891","79.9945526123047","93.0289077758789","91.6228866577148","94.1129989624023","92.6940002441406","92.8109512329102","95.7922286987305","97.5025405883789","95.7065963745117","96.3937301635742","96.8324203491211","94.3251419067383","98.6020965576172"
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Mozambique","MOZ","","","32.9399185180664","52.4561004638672","43.9809112548828","48.6310615539551","50.0719108581543","48.4521484375","49.7297286987305","","","55.4645881652832","57.9300689697266","56.429069519043","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Myanmar","MMR","","","","55.2170791625977","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Namibia","NAM","","","","90.9353713989258","","","96.595588684082","","","","","91.5692596435547","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Nauru","NRU","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Nepal","NPL","","","","","","","55.2617683410645","60.3601417541504","70.098258972168","76.8510284423828","73.5494384765625","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Netherlands","NLD","","97.6358032226562","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","New Caledonia","NCL","59.6073188781738","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","New Zealand","NZL","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Nicaragua","NIC","32.7426490783691","","45.5734901428223","54.2357788085938","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Niger","NER","","72.5909881591797","82.2614364624023","73.9837112426758","71.4707565307617","64.5613784790039","63.8742294311523","64.4462966918945","","77.7540130615234","","","","","","65.5588302612305"
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Nigeria","NGA","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","North Macedonia","MKD","","","","","","","97.0124969482422","96.3714370727539","97.3543319702148","","","98.3472290039062","89.25927734375","94.6577682495117","95.0173873901367","93.8882598876953"
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Northern Mariana Islands","MNP","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Norway","NOR","","99.4631423950195","99.3154220581055","99.3498992919922","99.5842132568359","99.5190124511719","99.2866516113281","99.7656021118164","99.7007064819336","99.6429672241211","99.3046417236328","99.4302368164062","99.6574630737305","99.291259765625","99.5000762939453",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Oman","OMN","","","","95.9228668212891","","95.2204818725586","98.7673873901367","","98.0705413818359","99.3626022338867","98.4594573974609","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Pakistan","PAK","","","","","52.2056503295898","60.9919509887695","62.3696098327637","79.5898895263672","","77.270637512207","","70.4091873168945","65.2878494262695","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Palau","PLW","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Panama","PAN","88.1849670410156","76.6108779907227","","88.6287612915039","94.8726425170898","92.061149597168","94.0059280395508","88.7226181030273","","","","","","95.3194198608398","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Papua New Guinea","PNG","","","59.0504302978516","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Paraguay","PRY","48.5395202636719","58.3582305908203","70.4546585083008","","83.7920608520508","86.7446517944336","","","","","","","","","","98.6495590209961"
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Peru","PER","","75.7129516601562","","86.1014709472656","85.0634384155273","78.8386688232422","","92.5640487670898","","","94.5240936279297","","","","96.5155563354492","98.4859924316406"
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Philippines","PHL","","","","","","","","","","","94.8047409057617","","98.2384719848633","97.7005615234375","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Poland","POL","","98.0445327758789","95.7896270751953","99.2730102539062","98.9867477416992","98.8992004394531","98.3525390625","98.2869033813477","98.4099502563477","98.3758316040039","93.9880218505859","99.6351165771484","99.5738677978516","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Portugal","PRT","","","","","","","","","","","","","99.5544967651367","","99.4696807861328",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Puerto Rico","PRI","","","","","","","","","83.4693222045898","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Qatar","QAT","","95.4272918701172","","","","","98.6966094970703","","","99.0409622192383","97.1559677124023","97.803581237793","90.0735473632812","95.3459167480469","87.4811706542969","96.146369934082"
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Romania","ROU","","","","","","","","","","","","","94.3881301879883","95.1251602172852","95.7763137817383",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Russian Federation","RUS","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Rwanda","RWA","","81.777229309082","58.9006385803223","41.7322883605957","","51.9381484985352","51.1689682006836","52.2274208068848","61.9732208251953","74.7947387695312","70.7109603881836","68.0818710327148","76.648681640625","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Samoa","WSM","","","","91.9779434204102","79.5043334960938","91.7386322021484","","","92.3025436401367","94.0213012695312","88.8954391479492","87.4387512207031","94.2589874267578","90.2646484375","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","San Marino","SMR","","","100","","71.6864013671875","96.2455902099609","","","","","","","98.1872711181641","97.9173278808594","96.1759262084961","97.7543487548828"
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Sao Tome and Principe","STP","","","","","88.3794174194336","","","","","87.8220062255859","95.5225677490234","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Saudi Arabia","SAU","","","","","","98.9559936523438","31.3303909301758","97.7151107788086","","","","91.8170928955078","85.4926986694336","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Senegal","SEN","","84.4679489135742","","72.3397064208984","71.760986328125","73.2790679931641","69.5723037719727","77.6841888427734","71.9269027709961","","","","","84.5535430908203","73.3446426391602","79.6392517089844"
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Serbia","SRB","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Seychelles","SYC","91.3549270629883","96.4415130615234","","90.9532699584961","96.0432586669922","","","87.9436264038086","92.309440612793","97.0737075805664","","96.8130569458008","97.178337097168","96.608642578125","95.8308181762695","95.7430114746094"
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Sierra Leone","SLE","","","","","","","59.6502304077148","","","60.046028137207","59.0355796813965","27.9178695678711","","49.0715713500977","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Singapore","SGP","","97.2321701049805","","","","","","","","","99.3924407958984","99.7114562988281","99.6050262451172","99.6588516235352","99.751350402832",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Sint Maarten (Dutch part)","SXM","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Slovak Republic","SVK","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Slovenia","SVN","","","","","98.7015686035156","99.2839431762695","99.729606628418","99.2208023071289","98.7339096069336","99.3395080566406","99.424919128418","99.3955612182617","99.8034515380859","99.732551574707","99.4888534545898","99.7950134277344"
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Solomon Islands","SLB","","69.0402908325195","84.9056396484375","","83.1564331054688","72.4555130004883","83.8988571166992","80.6019821166992","78.7135467529297","86.7810897827148","78.5360412597656","67.8399810791016","82.3749694824219","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Somalia","SOM","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","South Africa","ZAF","","","75.3264617919922","","","","","","","86.506462097168","","92.2923431396484","96.9083404541016","96.686767578125","96.4430923461914",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","South Sudan","SSD","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Spain","ESP","","92.8687362670898","","","98.6053466796875","98.1508636474609","97.4578475952148","97.6927032470703","98.3961334228516","99.326530456543","99.9279708862305","99.8460998535156","99.8514785766602","99.8394393920898","99.8882522583008",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Sri Lanka","LKA","","","94.373176574707","","97.3305130004883","96.5749130249023","98.4725875854492","98.2640228271484","99.1807022094727","98.3890228271484","98.4699401855469","","98.8301391601562","98.7121734619141","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","St. Kitts and Nevis","KNA","","","","82.8464584350586","","87.3478698730469","95.3886032104492","","97.9948577880859","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","St. Lucia","LCA","","","93.9781723022461","","93.7237777709961","92.4901580810547","95.01318359375","92.1433410644531","","","94.1112594604492","94.8701934814453","93.411247253418","94.894157409668","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","St. Martin (French part)","MAF","","","","","","","","","","","","","","","",""
