Series Name,"Series Code","Country Name","Country Code","1970 [YR1970]","1980 [YR1980]","1990 [YR1990]","2000 [YR2000]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]","2020 [YR2020]","2021 [YR2021]"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Trinidad and Tobago","TTO","","3.76807999610901","3.65412998199463","2.75565004348755","3.8510000705719","3.68199992179871","3.77300000190735","3.6159999370575","4.45300006866455","4.17199993133545","3.52999997138977","3.64000010490417","3.54299998283386","4.20677995681763","3.00878000259399"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Tunisia","TUN","","5.2351598739624","5.79086017608643","6.20196008682251","","5.95086002349854","","","6.22044992446899","","","","","",""
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Turkiye","TUR","","","","","4.221519947052","4.38721990585327","4.34481000900269","4.41258001327515","4.32219982147217","4.62773990631104","4.32368993759155","4.30003976821899","4.45403003692627","4.00860977172852","2.84528303146362"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Turkmenistan","TKM","","","","","","3.04924988746643","","","","","","","3.19200992584229","3.77977991104126",""
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Turks and Caicos Islands","TCA","","","","4.71883010864258","3.35999989509583","2.69600009918213","2.93600010871887","2.94300007820129","3.09325003623962","2.98000001907349","2.78399991989136","2.7437698841095","2.50508999824524","2.92499995231628","3.2556300163269"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Tuvalu","TUV","","","7.55418014526367","","","","","","","","","","","",""
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Uganda","UGA","","","","2.461669921875","2.29890990257263","1.79746997356415","1.87114000320435","1.91472005844116","2.32152009010315","2.13789010047913","2.25363993644714","2.13052010536194","2.30800008773804","2.57200002670288","2.63599991798401"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Ukraine","UKR","4.57292985916138","","","4.02293014526367","5.93770980834961","6.44269990921021","6.41989994049072","5.87493991851807","5.74300003051758","5.00977993011475","5.41707992553711","5.3199200630188","5.44129991531372","5.38231992721558","5.74100017547607"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","United Arab Emirates","ARE","","","","","","","","","","","","","3.86020994186401","3.98417997360229","3.89549994468689"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","United Kingdom","GBR","","5.07011985778809","4.05552005767822","4.0147500038147","5.5589599609375","5.59000015258789","5.52683019638062","5.59841012954712","5.55358982086182","5.41511011123657","5.43125009536743","5.19807004928589","5.24871015548706","5.49770021438599","5.40000009536743"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","United States","USA","","","","","6.5","6.25","6.21000003814697","6.09999990463257","4.94678020477295","4.80666017532349","5.12287998199463","4.92889022827148","4.98727989196777","5.43544006347656","5.59000015258789"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Uruguay","URY","","2.15950989723206","","2.42254996299744","4.14937019348145","4.0939998626709","4.23892021179199","4.26735019683838","4.20636987686157","4.36420011520386","4.41787004470825","4.61359977722168","4.64130020141602","4.54306983947754","4.41334009170532"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Uzbekistan","UZB","","","","","5.81876087188721","6.02691507339478","5.74190998077393","5.71323013305664","5.49499988555908","5.41499996185303","5.03299999237061","4.83599996566772","6.29500007629395","4.94799995422363","5.36800003051758"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Vanuatu","VUT","","","","7.0036301612854","","","","5.18195009231567","5.60338020324707","","4.5334300994873","","1.77407002449036","2.17358994483948",""
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Venezuela, RB","VEN","4.16286993026733","4.40072011947632","2.44671010971069","","","","","","","","","","","",""
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Viet Nam","VNM","","","","","3.7802300453186","4.40817022323608","4.52833986282349","3.53999996185303","3.41700005531311","3.46906995773315","3.41899991035461","3.29537010192871","3.08500003814697","3.21700000762939","2.94799995422363"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Virgin Islands (U.S.)","VIR","","","","","","","","","","","","","","",""
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","West Bank and Gaza","PSE","","","","","5.33527994155884","4.74210977554321","4.89467000961304","","4.66321992874146","4.98296022415161","4.72153997421265","","","","5.43442010879517"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Yemen, Rep.","YEM","","","","9.64552021026611","5.04202699661255","5.46478986740112","","","","","","","","",""
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Zambia","ZMB","4.38781023025513","4.12670993804932","","1.78819000720978","3.35800004005432","3.6949999332428","3.71799993515015","","4.62433004379272","3.74792003631592","3.72964000701904","4.73974990844727","4.41800022125244","3.95000004768372","3.10599994659424"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Zimbabwe","ZWE","","2.54417991638184","12.4542598724365","","5.07800006866455","6.07020998001099","5.99597978591919","6.13835000991821","5.81300020217896","5.47300004959106","5.81877994537354","2.05048990249634","","",""
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Africa Eastern and Southern","AFE","","","","3.60612988471985","4.63906502723694","5.22722005844116","4.69006991386413","4.7172999382019","4.75098514556884","4.88207006454468","4.82044506072998","4.73974990844727","4.51147508621216","4.35243988037109","4.67440986633301"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Africa Western and Central","AFW","","","","2.5650200843811","2.77200508117676","2.88159990310669","3.02971005439758","2.91422998905181","3.19549000263215","2.78355002403259","3.53558993339539","3.07200002670288","3.10000002384186","3.40399992465973","3.28288006782531"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Arab World","ARB","","","","","","4.12477493286132","","","","","","","","",""
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Caribbean small states","CSS","","","","","","","","","","","","","","",""
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Central Europe and the Baltics","CEB","","","","4.86840009689331","4.5631799697876","4.71772003173828","4.53844022750854","4.48657989501953","4.81700992584229","4.65749979019165","4.07527017593384","4.24356985092163","4.27319002151489","4.72159004211426","5.01000022888184"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Early-demographic dividend","EAR","","","","3.90509998798371","4.07831501960754","4.40412497520446","4.42167997360229","4.08329010009766","4.02387511730194","4.00170505046844","3.93130993843079","3.80771505832672","3.49000000953674","4.10250997543335","3.91850006580353"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","East Asia & Pacific","EAS","","3.01663994789123","","","3.69275498390197","3.77049994468689","3.79215991497039","3.57255005836487","3.58360004425049","3.56997132301331","3.44199991226196","3.31080508232117","3.35599994659424","3.61647820472717","3.32092177867889"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","East Asia & Pacific (excluding high income)","EAP","","","","4.20893001556396","3.65109753608704","3.77049994468689","3.76699995994568","3.53999996185303","3.58360004425049","3.56997132301331","3.44199991226196","3.24668502807617","3.08500003814697","3.53138744831085","3.01626002788544"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","East Asia & Pacific (IDA & IBRD countries)","TEA","","","","4.20893001556396","3.65109753608704","3.77049994468689","3.76699995994568","3.53999996185303","3.58360004425049","3.56997132301331","3.44199991226196","3.24668502807617","3.08500003814697","3.53138744831085","3.01626002788544"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Euro area","EMU","","","","4.58512020111084","5.11838006973267","5.31591701507569","5.30581498146057","5.15007567405701","4.93930768966675","4.8159499168396","4.82618498802186","4.80485987663269","4.76325511932373","5.14319491386414","5.00500011444091"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Europe & Central Asia","ECS","","","","4.16604995727539","4.92263507843017","4.89862012863159","4.97240495681763","4.92579507827759","4.90953016281128","4.8159499168396","4.7352249622345","4.67667984962464","4.63002014160156","4.86960005760193","4.96000003814697"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Europe & Central Asia (excluding high income)","ECA","","","","3.46928000450134","4.221519947052","3.95985817909241","4.34481000900269","4.41258001327515","4.55485486984253","4.62773990631104","4.32368993759155","4.30003976821899","4.1851350069046","4.44600009918213","4.38600015640259"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Europe & Central Asia (IDA & IBRD countries)","TEC","","","","3.4301700592041","4.03038001060486","3.90168619155884","4.20151996612549","4.24131655693055","4.32219982147217","4.29491496086121","4.1994800567627","4.17266488075256","3.95437002182007","4.44021010398865","4.38600015640259"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","European Union","EUU","","","","4.86840009689331","5.07161998748779","4.94940996170044","5.021240234375","4.9665699005127","4.90953016281128","4.79266977310181","4.64757013320923","4.62343978881836","4.63002014160156","4.87656021118164","5.01000022888184"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Fragile and conflict affected situations","FCS","","","","","3.60811996459961","3.47949004173279","3.57199490070343","3.6717050075531","3.67008996009827","3.09477996826172","3.78976988792419","3.0132200717926","3.5405249595642","",""
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Heavily indebted poor countries (HIPC)","HPC","","","","2.5650200843811","3.12436997890473","3.3106449842453","3.45445990562439","3.32569003105164","3.57060992717743","3.18867993354797","3.63261497020722","3.39011991024017","3.48333501815795","3.5992249250412","3.39587998390197"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","High income","HIC","","4.30769014358521","","4.62195014953613","4.98425006866455","4.86413502693176","4.84388017654419","4.87471008300781","4.88554000854492","4.79266977310181","4.68990993499756","4.64929986000061","4.66005516052246","4.86460518836975","4.96000003814697"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","IBRD only","IBD","","","","3.90146005153656","3.87477004528045","4.08500003814697","4.12252616882324","4.25138568878174","4.26428484916687","4.17199993133545","4.07527017593384","3.99699997901917","3.8970000743866","4.34224486351013","3.88100004196167"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","IDA & IBRD total","IBT","","","","3.24232494831085","3.7742018699646","3.70371997356415","3.78724503517151","3.76007509231568","3.8869400024414","3.81920492649079","3.78976988792419","3.71392011642456","3.6067349910736","4.09100008010864","3.69673001766205"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","IDA blend","IDB","","3.96602988243103","","","4.88906502723694","5.26210498809814","5.0494999885559","5.21526503562927","5.04925012588501","5.41499996185303","4.96308994293213","3.03096008300781","3.86800003051758","4.61899995803833","3.32449996471405"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","IDA only","IDX","","","","2.57921004295349","3.12436997890473","3.4344699382782","3.25525999069214","3.31416988372803","3.39406490325927","3.25593495368958","3.53362989425659","3.457279920578","3.44067001342773","3.40899991989136","3.37276005744934"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","IDA total","IDA","","","","2.57921004295349","3.26455998420716","3.47275996208191","3.3275101184845","3.32569003105164","3.54653990268707","3.43478989601135","3.63261497020722","3.39011991024017","3.48600006103516","3.72472500801087","3.37276005744934"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Late-demographic dividend","LTE","","","","3.85399007797241","4.10555005073548","4.0939998626709","4.35383987426758","4.51189494132996","4.47038984298706","4.2590000629425","4.25149989128113","4.13199996948242","3.94811999797821","4.48300004005432","3.98000001907349"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Latin America & Caribbean","LCN","","","","3.75707006454468","4.30772519111633","4.87308502197266","4.87855005264282","4.69056987762451","4.47038984298706","4.36420011520386","4.46804499626159","4.46154999732972","4.55534505844117","4.56253480911255","3.97350001335144"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Latin America & Caribbean (excluding high income)","LAC","","","","3.94893002510071","4.9162700176239","5.22446489334107","5.00464010238647","5.25747013092041","4.99870014190674","4.47721004486084","4.52686500549316","4.46154999732972","4.55534505844117","4.60385990142823","3.97350001335144"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Latin America & the Caribbean (IDA & IBRD countries)","TLA","","","","3.63414001464844","4.30772519111633","4.64307022094727","4.69605016708374","4.44840502738952","4.4616949558258","4.36360001564026","4.46804499626159","4.46154999732972","4.51069021224976","4.56253480911255","3.9467500448227"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Least developed countries: UN classification","LDC","","","","2.59340000152588","3.17111992835999","3.08200001716614","3.24453496932983","2.93780994415283","3.21799993515015","2.91133999824524","2.94685506820678","3.19835495948792","3.01300001144409","3.24249994754792","3.11049997806549"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Low & middle income","LMY","","","","3.34339499473572","3.76723003387451","3.7124400138855","3.76160001754761","3.69560503959656","3.86400008201599","3.82523989677429","3.7605299949646","3.68176996707916","3.6067349910736","4.00860977172852","3.69673001766205"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Low income","LIC","","","","2.64670991897583","3.07762002944946","2.88159990310669","3.05298495292663","3.32569003105164","3.2558000087738","2.95843005180359","2.76899003982544","3.32295989990234","3.38250005245208","3.57650005817414","3.94350004196167"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Lower middle income","LMC","","","","2.59340000152588","3.78820502758026","4.01803016662598","3.99626302719116","3.48600006103516","4.004634141922","3.92226004600525","3.73499500751495","3.66400003433228","3.44067001342773","3.78944993019104","3.37276005744934"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Middle East & North Africa","MEA","","","","","","4.74210977554321","","","","","3.73344993591309","","3.55897998809814","",""
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Middle East & North Africa (excluding high income)","MNA","","4.84019494056701","","","","5.10344982147217","","","4.66321992874146","3.92226004600525","3.73344993591309","","","",""
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Middle East & North Africa (IDA & IBRD countries)","TMN","","4.84019494056701","","","","5.46478986740112","","","4.53192400932312","3.68754005432129","3.59650993347168","3.68561005592346","","",""
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Middle income","MIC","","","","3.5112099647522","3.89854001998901","4.05151510238647","4.23366808891297","3.91899991035461","4.15499997138977","4.02162003517151","3.95115494728089","3.75143003463745","3.73721492290497","4.21099996566772","3.68318998813629"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","North America","NAC","","6.46289014816284","5.96922016143799","5.42331981658936","5.88102507591248","5.47129368782043","5.39950489997864","5.47179484367371","4.84308004379272","4.81154012680054","5.04142498970032","4.90893507003784","4.88010501861572","5.16169500350952","5.09200310707092"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Not classified","INX","","","","","","","","","","","","","","",""
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","OECD members","OED","","5.06941986083985","","4.66695022583008","5.10953998565674","4.94940996170044","5.12516522407532","5.04528498649598","4.97118520736695","4.87302494049072","4.96064496040345","4.9294900894165","4.98727989196777","5.33907985687256","5.05000019073486"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Other small states","OSS","","","3.17034006118774","5.33945989608765","6.52042007446289","5.15535998344422","4.96444010734558","5.61812996864318","5.14418983459473","5.15763998031616","4.96131992340088","4.88100004196167","4.87746000289917","4.85622000694275","4.98070502281189"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Pacific island small states","PSS","","","","","","","","","","","","","","",""
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Post-demographic dividend","PST","","5.03884482383728","","4.86840009689331","5.11343002319336","4.95452499389649","5.11925506591797","5.14427495002746","4.95793271064758","4.92138719558716","4.95996999740601","4.93008995056152","4.98338484764099","5.29163980484009","5.05000019073486"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Pre-demographic dividend","PRE","","","","2.51418507099152","2.97169005870819","2.98179996013641","3.30608010292053","3.1727499961853","3.2558000087738","2.93488502502441","3.63261497020722","3.26730489730835","3.44067001342773","3.45700001716614","3.11500000953674"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Small states","SST","","","3.17034006118774","5.33945989608765","6.52042007446289","5.15535998344422","4.96444010734558","5.61812996864318","5.14418983459473","5.15763998031616","4.96131992340088","4.88100004196167","4.87746000289917","4.85622000694275","4.98070502281189"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","South Asia","SAS","","1.98593997955322","2.41092991828918","2.55011510848999","2.84187996387482","2.37023997306824","2.84821999073028","2.97596502304078","2.95290994644165","3.35314500331878","3.06108498573303","2.33200001716614","2.85049998760223","2.05699992179871","1.8309999704361"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","South Asia (IDA & IBRD)","TSA","","1.98593997955322","2.41092991828918","2.55011510848999","2.84187996387482","2.37023997306824","2.84821999073028","2.97596502304078","2.95290994644165","3.35314500331878","3.06108498573303","2.33200001716614","2.85049998760223","2.05699992179871","1.8309999704361"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Sub-Saharan Africa","SSF","","","","2.64609491825104","3.28603506088256","3.47275996208191","3.68952989578247","3.38488006591797","3.71469998359681","3.43478989601135","3.73654007911682","3.50772500038147","3.5405249595642","3.81900000572205","3.41899991035461"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Sub-Saharan Africa (excluding high income)","SSA","","","","2.64609491825104","3.28603506088256","3.47275996208191","3.68952989578247","3.38488006591797","3.71469998359681","3.43478989601135","3.73654007911682","3.50772500038147","3.5405249595642","3.81900000572205","3.41899991035461"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Sub-Saharan Africa (IDA & IBRD countries)","TSS","","","","2.64609491825104","3.28603506088256","3.47275996208191","3.68952989578247","3.38488006591797","3.71469998359681","3.43478989601135","3.73654007911682","3.50772500038147","3.5405249595642","3.81900000572205","3.41899991035461"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Upper middle income","UMC","","","","4.00768506526947","4.2383599281311","4.37038993835449","4.52043008804321","4.7223048210144","4.4286949634552","4.36299991607666","4.25149989128113","4.0644999742508","3.98000001907349","4.39921998977661","3.74699997901917"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","World","WLD","","","","3.79809999465943","4.2383599281311","4.37038993835449","4.35383987426758","4.30150985717773","4.35459995269775","4.241219997406","4.25576019287109","4.15574502944946","4.13613510131836","4.44600009918213","4.23099994659424"
Progression to secondary school (%),"SE.SEC.PROG.ZS","Afghanistan","AFG","","80.81922","","","","","","","86.26841","92.3154","90.76541","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Albania","ALB","","","","97.24541","99.48943","99.75281","99.80782","99.08036","98.06952","98.17323","98.53003","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Algeria","DZA","","","89.99538","93.25744","97.7312","98.5156","99.39158","99.00214","98.91984","","99.20801","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","American Samoa","ASM","","","","","","","","","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Andorra","AND","","","","","","","","","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Angola","AGO","","","","","","","","","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Antigua and Barbuda","ATG","","","","","","","","","","","99.29605","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Argentina","ARG","29.73252","","","97.69371","96.62407","96.84399","97.31649","97.40726","99.48824","99.85158","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Armenia","ARM","","","","","97.78508","","96.9776","99.9048","98.48073","98.09939","98.26575","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Aruba","ABW","","","","","","","","","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Australia","AUS","","","","","","","","","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Austria","AUT","","","","","99.84479","99.93833","99.97995","99.93128","99.92498","99.76727","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Azerbaijan","AZE","","","","98.23226","99.03984","99.08856","99.07489","99.44771","99.41522","97.56762","99.23063","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Bahamas, The","BHS","","","","","","","","","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Bahrain","BHR","","","97.58226","99.27656","99.79041","99.92808","99.82811","99.87832","99.99489","99.35795","99.4653","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Bangladesh","BGD","","","","","","","","","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Barbados","BRB","","","","99.2037","","","","","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Belarus","BLR","","99.92948","","99.88538","98.49313","98.10813","98.31024","98.38697","98.07925","98.01376","98.15973","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Belgium","BEL","","","","","","","","","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Belize","BLZ","","","","94.41454","98.88456","95.26285","97.895","96.35501","96.78445","95.23051","97.35556","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Benin","BEN","","81.15874","","98.96941","","88.69957","85.46746","87.56778","83.75624","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Bermuda","BMU","","","","","92.83849","","","50.7764","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Bhutan","BTN","","","","93.50852","98.88238","96.28662","99.0069","","","99.58045","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Bolivia","BOL","","","","","95.01185","96.5149","96.29121","96.97341","97.2006","96.59641","97.30542","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Bosnia and Herzegovina","BIH","","","","","","","","99.49037","98.88108","98.64303","97.91047","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Botswana","BWA","","","89.70419","95.92073","","97.46923","","","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Brazil","BRA","55.06254","89.00044","","97.87674","","","","","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","British Virgin Islands","VGB","","","","","","93.68116","95.15821","99.12587","98.24314","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Brunei Darussalam","BRN","","95.75422","","","99.60396","99.74107","99.72625","99.38369","","99.73679","99.80164","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Bulgaria","BGR","","99.04887","98.30983","99.33849","99.05417","99.29677","99.60124","99.2541","98.70297","99.33268","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Burkina Faso","BFA","","33.76022","56.42631","61.95547","72.07983","68.19726","68.74054","76.55103","77.55105","76.05944","80.10901","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Burundi","BDI","","14.43204","","","69.33454","75.66893","77.23248","79.60397","86.76805","76.30755","76.29475","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Cabo Verde","CPV","","51.42857","","","97.23412","96.05454","96.32944","98.20288","97.65182","99.44483","94.41203","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Cambodia","KHM","","","","78.60518","81.02214","80.20483","79.65697","81.69917","85.04363","87.23371","89.84526","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Cameroon","CMR","","35.6218","45.09321","","65.11651","","","67.89956","66.49127","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Canada","CAN","","","","","","","","","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Cayman Islands","CYM","","","","92.59259","92.71917","96.55144","","","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Central African Republic","CAF","","53.10879","56.12946","","75.4323","","","","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Chad","TCD","","","65.14173","75.69024","87.23396","95.01196","","","73.98987","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Channel Islands","CHI","","","","","","","","","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Chile","CHL","91.81019","","","","97.394","97.35059","97.31431","97.39676","97.57968","97.90418","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","China","CHN","","","69.39356","","","","","","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Colombia","COL","","","","92.33528","99.40911","96.66362","98.4025","98.29638","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Comoros","COM","","","","","","","92.61772","","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Congo, Dem. Rep.","COD","","","","","74.84224","72.30146","","","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Congo, Rep.","COG","","99.34511","","","76.43519","","","","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Costa Rica","CRI","49.92744","56.67581","64.19464","82.92189","94.02844","84.37573","84.83775","83.64136","84.64545","85.28271","91.70589","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Cote d'Ivoire","CIV","","55.85441","50.99581","67.47135","73.47509","","87.98359","92.67935","91.97522","91.94192","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Croatia","HRV","","","","99.73879","99.79657","","","","99.09972","98.58482","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Cuba","CUB","","92.36386","97.61598","97.40409","99.03107","98.82599","99.08836","98.37158","98.81487","98.60992","98.45096","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Curacao","CUW","","","","","","","","","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Cyprus","CYP","","88.6217","","99.52678","98.88369","99.53709","99.3834","99.36473","98.40366","99.74383","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Czechia","CZE","","","","99.97188","99.20375","99.67728","99.71331","99.97633","99.95724","99.94707","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Denmark","DNK","","","","","97.28535","99.91531","99.97115","99.99816","99.95","99.94342","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Djibouti","DJI","","","","79.94529","86.7967","","99.43844","80.23868","76.16387","83.9042","86.24763","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Dominica","DMA","","","","90.68627","99.94051","94.88255","96.44359","96.16173","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Dominican Republic","DOM","","","","","93.0053","94.91685","97.37323","95.27411","92.52574","92.58356","93.1639","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Ecuador","ECU","","90.35249","","70.25108","96.82915","99.13611","99.95213","95.7005","98.63667","99.00281","99.59274","","","",""
