Series Name,"Series Code","Country Name","Country Code","1970 [YR1970]","1980 [YR1980]","1990 [YR1990]","2000 [YR2000]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]","2020 [YR2020]"
Progression to secondary school (%),"SE.SEC.PROG.ZS","Middle East & North Africa (IDA & IBRD countries)","TMN","","78.4185","85.36801","90.16124","90.54316","89.88857","86.08582","86.8524","87.69206","89.10667","90.97422","91.53073","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Middle income","MIC","","","77.3435","87.43994","92.02917","92.24882","91.34302","91.08494","91.4571","92.03519","91.86057","92.49461","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","North America","NAC","","","","","","","","","","98.83862","98.84732","98.83802","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Not classified","INX","","","","","","","","","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","OECD members","OED","","91.95141","92.13297","96.22622","97.89722","97.97591","97.24047","97.67794","98.05445","97.92394","97.99961","97.9885","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Other small states","OSS","","69.79485","79.85149","84.47295","89.85963","90.24725","89.85933","91.01365","90.45282","90.52875","90.17411","90.07839","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Pacific island small states","PSS","83.93552","78.6928","77.49779","81.65469","91.72863","91.71805","92.35399","92.93211","93.56548","94.0147","93.91133","93.04256","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Post-demographic dividend","PST","94.03027","96.94239","97.00618","97.9692","98.07721","98.06477","98.10758","98.16835","97.75039","98.0698","98.11119","98.09685","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Pre-demographic dividend","PRE","56.36474","52.55347","51.68903","57.05317","72.18637","72.21863","72.24645","72.81561","72.76493","73.03315","72.29078","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Small states","SST","","75.59428","80.72825","85.44471","90.7976","90.89025","90.38799","91.58602","90.79554","90.94468","90.75194","90.86973","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","South Asia","SAS","","","79.88214","88.26077","90.37052","90.69518","90.15394","90.36482","89.3424","90.53455","89.67192","91.34762","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","South Asia (IDA & IBRD)","TSA","","","79.88214","88.26077","90.37052","90.69518","90.15394","90.36482","89.3424","90.53455","89.67192","91.34762","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Sub-Saharan Africa","SSF","","58.57075","59.85105","62.91247","75.75382","76.40196","75.83233","76.11218","76.09965","76.2868","75.55608","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Sub-Saharan Africa (excluding high income)","SSA","","58.55846","59.84211","62.90665","75.7519","76.40022","75.83077","76.1103","76.09774","76.28509","75.55414","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Sub-Saharan Africa (IDA & IBRD countries)","TSS","","58.57075","59.85105","62.91247","75.75382","76.40196","75.83233","76.11218","76.09965","76.2868","75.55608","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Upper middle income","UMC","","","78.39502","90.68336","97.33576","96.98517","96.52093","95.89345","97.43453","97.3584","97.5528","97.64104","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","World","WLD","","","79.81551","87.86488","91.44477","91.68801","90.6942","90.50994","90.66304","91.1741","90.86857","91.3076","","",""
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Afghanistan","AFG","","1.84092998504639","","","3.4794499874115","3.4620099067688","2.60419988632202","3.45445990562439","3.69521999359131","3.2558000087738","4.54397010803223","4.34319019317627","","",""
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Albania","ALB","","","","3.4301700592041","3.41307497024536","3.24000835418701","3.30906105041504","3.53929996490479","3.21696710586548","3.43796992301941","3.96209001541138","3.61172008514404","3.15294480323792","3.91623997688293","3.3422999382019"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Algeria","DZA","","6.59742021560669","","","","","7.63800001144409","7.29199981689453","7.31899976730347","7.96299982070923","7.3439998626709","6.40199995040894","6.32499980926514","6.03700017929077","7.04199981689453"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","American Samoa","ASM","","","","","","","","","","","","","","",""
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Andorra","AND","","","","","2.97662997245789","2.98706007003784","2.56599998474121","2.50616002082825","3.07420992851257","3.28034996986389","3.23707008361816","3.21708989143372","3.2467200756073","3.15060997009277","2.85599994659424"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Angola","AGO","","","","2.60753011703491","3.42131996154785","3.24000000953674","3.08200001716614","3.86999988555908","2.9300000667572","3.09999990463257","2.75500011444092","2.46700000762939","2.04500007629395","2.07299995422363","2.74499988555908"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Antigua and Barbuda","ATG","","","","","","","2.35599994659424","2.6470000743866","2.54200005531311","2.65100002288818","2.90400004386902","2.87100005149841","2.77300000190735","3.45700001716614","2.99300003051758"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Argentina","ARG","1.4580899477005","2.60715007781982","1.06737995147705","4.58030986785889","5.01971006393433","5.29062986373901","5.34582996368408","5.43661022186279","5.36144018173218","5.77611017227173","5.54548978805542","5.45431995391846","4.87773990631104","4.77759981155396","5.27964019775391"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Armenia","ARM","","","","2.77273011207581","3.24900007247925","3.14385008811951","2.77248001098633","2.65018010139465","2.24724006652832","2.80591011047363","2.75812005996704","2.70759010314941","2.25586795806885","2.57191228866577","2.70555996894836"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Aruba","ABW","","","","4.71536016464233","6.75098991394043","5.91438007354736","6.34758996963501","6.44277000427246","5.85084009170532","5.88782978057861","5.49105978012085","","","",""
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Australia","AUS","","5.64626979827881","4.66683006286621","4.8840799331665","5.53811979293823","5.06814002990723","4.86667013168335","5.22909021377563","5.16454982757568","5.3155198097229","5.28689002990723","5.13822984695435","5.12431001663208","5.13429021835327","5.60844993591309"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Austria","AUT","4.14716005325317","5.00896978378296","4.95725011825562","5.58880996704102","5.70047998428345","5.59226989746094","5.48040008544922","5.54711008071899","5.44761991500854","5.45658016204834","5.4796199798584","5.37159013748169","5.22655010223389","5.21750020980835","5.56900978088379"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Azerbaijan","AZE","","","","3.85399007797241","2.78062009811401","2.43564009666443","2.06763005256653","2.44213008880615","2.63303995132446","2.95167994499207","2.90340995788574","2.47381997108459","2.45543003082275","3.1764600276947","4.33204984664917"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Bahamas, The","BHS","","","","2.23284006118774","","2.34999990463257","2.45300006866455","2.3510000705719","2.44799995422363","2.3989999294281","2.60400009155273","2.80699992179871","2.56599998474121","2.70099997520447","2.86700010299683"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Bahrain","BHR","","","","","","","2.64530992507935","2.47689008712769","2.46745991706848","2.6745400428772","3.25600004196167","2.32452011108398","2.80800008773804","2.38499999046326","2.55200004577637"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Bangladesh","BGD","","0.937600016593933","1.51911997795105","2.12508010864258","","2.13269996643066","2.04699993133545","1.96599996089935","2.09899997711182","1.87199997901917","2.22099995613098","1.85000002384186","1.65600001811981","1.68099999427795","1.76499998569489"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Barbados","BRB","","","","4.71585988998413","6.05418014526367","","5.26250982284546","5.14889001846313","6.14317989349365","5.17700004577637","4.69766998291016","4.36384010314941","5.13299989700317","4.11122989654541","4.20217990875244"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Belarus","BLR","","","","6.19661998748779","5.22003984451294","4.68479013442993","4.95964002609253","5.0094199180603","4.81832981109619","4.78750991821289","4.94654989242554","4.79500007629395","5.38100004196167","4.97948980331421","4.86263990402222"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Belgium","BEL","","5.31063985824585","","","6.44259023666382","6.43199014663696","6.26000022888184","6.63052988052368","6.59046983718872","6.4515700340271","6.46173000335693","6.42534017562866","6.38107013702393","6.33397006988525","6.81232976913452"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Belize","BLZ","","","","3.77897000312805","5.26747989654541","5.51999998092651","5.47200012207031","5.14198017120361","5.14772987365723","5.35773992538452","5.68084001541138","5.90251016616821","6.07498979568481","5.90775012969971","5.15219020843506"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Benin","BEN","","","","2.11366009712219","3.67997002601624","4.40000009536743","3.56202006340027","3.3275101184845","3.161789894104","3.17298007011414","2.89910006523132","3.53558993339539","2.93161988258362","3.00300002098083","2.93899989128113"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Bermuda","BMU","","","3.13619995117188","","2.30668997764587","2.19700002670288","2.38599991798401","2.27999997138977","1.5368800163269","1.50163996219635","1.91499996185303","1.32495999336243","1.93599998950958","1.92700004577637","1.88999998569489"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Bhutan","BTN","","","","5.78675985336304","4.12473011016846","4.76523017883301","","5.72275018692017","6.04489994049072","6.23799991607666","6.33699989318848","6.69999980926514","6.07399988174438","4.76100015640259","5.98099994659424"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Bolivia","BOL","","","","","6.97379016876221","6.45056009292603","6.62799978256226","6.80321979522705","7.47812986373901","8.14342975616455","8.15060997009277","8.09724044799805","8.01587009429932","8.09103965759277","8.43710994720459"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Bosnia and Herzegovina","BIH","","","","","","","","","","","","","","",""
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Botswana","BWA","","5.46931982040405","5.73963022232056","","","","9.25800037384033","8.01700019836426","8.22299957275391","8.39500045776367","8.73600006103516","7.80900001525879","7.90500020980835","8.39900016784668","8.05799961090088"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Brazil","BRA","","","","3.94893002510071","5.64879989624023","5.73741006851196","5.85510015487671","5.8388500213623","5.94848012924194","6.24105978012085","6.314040184021","6.32047986984253","6.08851003646851","5.96346998214722","5.77150011062622"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","British Virgin Islands","VGB","10.5736703872681","","","","3.49770998954773","","3.56599998474121","4.4689998626709","4.01800012588501","4.71405982971191","3.26099991798401","2.46259999275208","2.4343900680542","2.63095998764038","2.59050011634827"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Brunei Darussalam","BRN","6.23915004730225","1.1910799741745","3.95995998382568","3.70590996742249","2.04661011695862","3.32209992408752","2.88959002494812","","3.35318994522095","","4.42540979385376","","","",""
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Bulgaria","BGR","","3.52947998046875","4.45406007766724","","3.85796999931335","3.5469799041748","3.47637009620667","4.05822992324829","4.07005310058594","3.91208434104919","3.39370822906494","4.07527017593384","4.04528999328613","4.19715023040771","4.50287008285522"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Burkina Faso","BFA","","1.9617999792099","","","3.50222992897034","3.98515009880066","3.60315990447998","4.08343982696533","4.05329990386963","3.67008996009827","","5.62846994400024","5.488609790802","5.40700006484985","5.15100002288818"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Burundi","BDI","","","3.35932993888855","2.64547991752625","6.77524995803833","6.31925010681152","6.16777992248535","5.99539995193481","6.78452014923096","6.37133979797363","4.69199991226196","4.76202011108398","5.07864999771118","5.34700012207031","5.32200002670288"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Cabo Verde","CPV","","","","","5.07658004760742","4.59784984588623","5.39799976348877","4.5615701675415","4.52134990692139","4.80622005462646","4.75475978851318","4.59278011322021","4.78800010681152","4.13851022720337",""
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Cambodia","KHM","","","","1.66681003570557","1.53378999233246","1.51068997383118","1.41400003433228","1.48199999332428","1.56700003147125","1.70299994945526","1.87100005149841","2.09599995613098","2.44799995422363","2.82599997520447","3.00200009346008"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Cameroon","CMR","","","3.28710007667542","1.70284998416901","2.84803009033203","2.65336990356445","2.60306000709534","2.6554799079895","2.58396005630493","2.65791988372803","2.56234002113342","3.05962991714478","3.03096008300781","3.04699993133545","3.10400009155273"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Canada","CAN","","6.46289014816284","5.96922016143799","5.42331981658936","5.356369972229","5.26205015182495","4.69258737564087","4.5890097618103","4.84358978271484","4.7393798828125","4.81642007827759","4.95996999740601","4.8889799118042","4.77293014526367","4.88794994354248"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Cayman Islands","CYM","","","","","","","","","","","","","2.16400003433228","2.06200003623962",""
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Central African Republic","CAF","","","2.2441999912262","1.61265003681183","1.11760997772217","1.10792005062103","1.98000001907349","2.63800001144409","2.22000002861023","1.9099999666214","1.75399994850159","1.75399994850159","1.56599998474121","1.76800000667572","2.14499998092651"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Chad","TCD","","","","2.64670991897583","1.98194003105164","2.25789999961853","2.20615005493164","2.85070991516113","2.3199999332428","2.34299993515015","2.38800001144409","2.45481991767883","2.2590000629425","2.37199997901917","2.74000000953674"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Channel Islands","CHI","","","","","","","","","","","","","","",""
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Chile","CHL","","4.21999979019165","2.25015997886658","3.75707006454468","4.18953990936279","4.0617299079895","","4.54814004898071","4.75167989730835","4.90390014648438","5.3664698600769","5.43278980255127","5.473060131073","5.61996984481812","5.62514019012451"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","China","CHN","","1.91190004348755","","","3.75464248657227","3.52196502685547","3.94400000572205","3.71000003814697","3.57999992370605","3.81399989128113","3.76099991798401","3.62400007247925","3.54249453544617","3.54105472564697","3.57295632362366"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Colombia","COL","","1.72912001609802","","3.5112099647522","4.83382987976074","4.46608018875122","4.37038993835449","4.87855005264282","4.62945985794067","4.47038984298706","4.47721004486084","4.53551006317139","4.44910001754761","4.51069021224976","5.26550006866455"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Comoros","COM","","","","","","2.8304500579834","2.74783992767334","2.3827600479126","2.74472999572754","2.5450599193573","","","","","2.37800002098083"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Congo, Dem. Rep.","COD","","2.26730990409851","","","1.5249799489975","","","2.06221008300781","1.95142996311188","2.17043995857239","2.1186900138855","1.45494997501373","","","2.62299990653992"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Congo, Rep.","COG","5.7322998046875","6.35924005508423","","","5.6867299079895","2.6470000743866","2.73900008201599","5.01399993896484","3.1837100982666","3.28257989883423","","4.45052003860474","2.99548006057739","3.55900001525879","4.61899995803833"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Costa Rica","CRI","","7.34716987609863","","4.66695022583008","6.56574010848999","6.37988996505737","6.58239984512329","6.68739986419678","6.67952013015747","6.87349987030029","6.89395999908447","7.06980991363525","6.76991987228394","6.73808002471924","6.62898015975952"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Cote d'Ivoire","CIV","5.86538982391357","6.85975980758667","","2.40031003952026","3.24651002883911","2.86576008796692","3.4344699382782","3.45860004425049","3.31416988372803","3.49412989616394","3.93593001365662","3.73654007911682","3.21164989471436","3.44067001342773","3.78944993019104"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Croatia","HRV","","","","","4.22721004486084","4.12564992904663","5.22161388397217","4.53844022750854","5.17615127563477","4.96908521652222","4.89622449874878","3.88921999931335","3.94578003883362","3.95437002182007","4.43442010879517"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Cuba","CUB","","8.36909008026123","","7.70481014251709","12.8373098373413","","11.5520000457764","10.6719999313354","9.60700035095215","8.96300029754639","9.01299953460693","","","9.04699993133545",""
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Curacao","CUW","","","","","","","6.29400014877319","5.10559988021851","","7.36100006103516","7.23400020599365","","6.81300020217896","6.625","7.9060001373291"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Cyprus","CYP","","3.42600989341736","3.33924007415771","4.98954010009766","6.52559995651245","6.52042007446289","5.89526700973511","6.46747016906738","6.42111015319824","6.30491018295288","6.11811017990112","5.69961977005005","5.0253529548645","5.21296977996826","5.68628978729248"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Czechia","CZE","","","","3.64034008979797","4.03350019454956","4.24209022521973","4.22070980072021","4.04676008224487","3.96522998809814","5.75182008743286","5.55373001098633","3.80615997314453","4.26605987548828","4.54246997833252","4.72159004211426"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Denmark","DNK","5.95553016662598","5.91093015670776","","8.08434009552002","8.55955028533936","8.48486042022705","7.23782014846802","8.49442958831787","7.634850025177","7.01000022888184","7.69106006622314","7.11585998535156","7.29690980911255","7.25505018234253","7.38911008834839"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Djibouti","DJI","","","","9.65999984741211","4.49022006988525","","6.35099983215332","4.64799976348877","4.38399982452393","3.59894990921021","3.92226004600525","3.73344993591309","3.75143003463745","",""
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Dominica","DMA","","","","","","","4.52899980545044","4.35400009155273","4.33400011062622","3.40858006477356","4.81400012969971","5.21000003814697","4.84499979019165","5.53449010848999","4.69630002975464"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Dominican Republic","DOM","2.64078998565674","","","1.88829004764557","","","","3.62800002098083","3.62199997901917","3.60400009155273","3.84999990463257","3.92000007629395","3.91799998283386","4.04300022125244","4.51800012588501"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Ecuador","ECU","2.00283002853394","","","1.15093004703522","4.50743007659912","4.72689008712769","4.64307022094727","5.00464010238647","5.26099014282227","4.99870014190674","4.36299991607666","4.61399984359741","4.62099981307983","4.22565984725952","4.11401987075806"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Egypt, Arab Rep.","EGY","","4.2803201675415","","","3.54265189170837","3.3442964553833","3.36830472946167","4.12252616882324","4.25138568878174","3.93084812164307","","","","",""
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","El Salvador","SLV","","","","2.83868002891541","4.04807996749878","3.89854001998901","3.7124400138855","3.80149006843567","3.82416009902954","3.90987992286682","3.82523989677429","3.7252299785614","3.60575008392334","3.38710999488831","3.65957999229431"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Equatorial Guinea","GNQ","","","","","","","","","","","","","","",""
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Eritrea","ERI","","","","","","","","","","","","","","",""
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Estonia","EST","","","","5.33945989608765","5.51778984069824","5.01449012756348","4.71772003173828","4.84388017654419","4.39433002471924","5.14418983459473","5.15763998031616","4.96131992340088","5.23997020721436","5.29571008682251","5.51992988586426"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Eswatini","SWZ","","5.29720020294189","5.48457002639771","5.50848007202148","6.11837005615234","6.86432981491089","5.59299993515015","5.08500003814697","7.07059001922607","5.35500001907349","5.43400001525879","6.17799997329712","5.73699998855591","5.69899988174438","5.3600001335144"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Ethiopia","ETH","","","","3.98310995101929","4.49659013748169","5.48576021194458","5.56678009033203","4.4985499382019","4.60201978683472","5.15299987792969","5.06199979782104","5.49900007247925","5.21999979019165","4.48099994659424","4.09100008010864"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Faroe Islands","FRO","","","","","","","","","","","","","","",""
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Fiji","FJI","","","","5.87773990631104","","4.17305994033813","4.46199989318848","3.88288998603821","3.76999998092651","4.80900001525879","4.83599996566772","4.88100004196167","5.03800010681152","5.11800003051758","5.74700021743774"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Finland","FIN","5.413489818573","4.82574987411499","5.33890008926392","5.70930004119873","6.50444984436035","6.44504976272583","7.14803981781006","7.12404012680054","7.10236978530884","7.03208017349243","6.85153007507324","6.36311006546021","6.27557992935181","6.41695022583008","6.6349401473999"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","France","FRA","3.4297399520874","4.30769014358521","4.51393985748291","","5.6399998664856","5.48000001907349","5.48999977111816","5.48999977111816","5.48999977111816","5.44999980926514","5.40999984741211","5.45160007476807","5.40716981887817","5.35443019866943","5.67784023284912"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","French Polynesia","PYF","","","","","","","","","","","","","","",""
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Gabon","GAB","","","","3.82709002494812","3.07808995246887","2.987459897995","3.01340007781982","3.02971005439758","2.66667008399963","2.82399988174438","2.66799998283386","3.55599999427795","3.07200002670288","2.87400007247925","3.3989999294281"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Gambia, The","GMB","","","2.82583999633789","1.46587002277374","2.56322002410889","2.50116991996765","2.63756990432739","1.81839001178741","2.23094010353088","2.16002988815308","2.0244300365448","2.45900011062622","2.36543989181519","2.65499997138977","2.88700008392334"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Georgia","GEO","","","","2.18105006217957","2.80364799499512","2.5761399269104","1.90610003471375","3.47322177886963","2.99799990653992","3.16499996185303","3.59386992454529","3.57442998886108","3.5210599899292","3.86666989326477","3.84999990463257"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Germany","DEU","","","","","5.09588003158569","4.98425006866455","4.92844009399414","4.93538999557495","4.92102003097534","4.85515022277832","4.83923006057739","4.87182998657227","4.97933006286621","5.11676979064941","5.58759021759033"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Ghana","GHA","","2.70777010917664","","","5.54059982299805","8.14097023010254","7.91913986206055","4.57646989822388","4.39978981018066","4.4340500831604","4.39452981948853","3.53362989425659","3.8861300945282","3.15300011634827","3.40899991989136"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Gibraltar","GIB","","","","","","","","","","","","","","",""
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Greece","GRC","1.54649996757507","","2.04608011245728","3.23019003868103","4.1399998664856","4.51999998092651","4.57999992370605","4.5","4.32000017166138","3.66139006614685","4.01999998092651","3.47708988189697","3.59734010696411","3.58606004714966","4.51000022888184"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Greenland","GRL","","","","","","","","","","","","","","",""
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Grenada","GRD","","","","","5.07499980926514","5.4850001335144","5.07200002670288","","4.47800016403198","4.23899984359741","","3.17379999160767","3.55900001525879","",""
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Guam","GUM","","","","","","","","","","","","","","",""
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Guatemala","GTM","1.85871994495392","","","","2.8486499786377","2.96865010261536","3.00524997711182","2.88808989524841","2.98562002182007","3.03032994270325","2.94474005699158","2.95009994506836","3.13193988800049","3.19297003746033","3.29503011703491"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Guinea","GIN","","","","2.59340000152588","2.55118989944458","2.28742003440857","1.83370995521545","2.63421010971069","2.42281007766724","2.51713991165161","2.54450011253357","2.3203399181366","2.38432002067566","1.85812997817993","2.43267011642456"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Guinea-Bissau","GNB","","","","","1.86082005500793","1.8578599691391","2.00106000900269","2.13248991966248","","","","","","",""
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Guyana","GUY","4.32897996902466","","","8.48414993286133","2.40938997268677","2.50669002532959","2.24131989479065","","4.36033010482788","3.89569997787476","4.73775005340576","4.6647801399231","4.45058012008667","",""
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Haiti","HTI","","","","","","","","","1.75226998329163","1.85497999191284","1.38776004314423","1.49846994876862","1.63715994358063","1.75899994373322","1.37100005149841"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Honduras","HND","","1.93636000156403","","","","","6.30000019073486","5.87492990493774","7.0901198387146","6.41297006607056","6.30800008773804","5.74399995803833","6.05646991729736","5.93200016021729","5.97599983215332"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Hong Kong SAR, China","HKG","","2.19214010238647","2.46608996391296","","3.51003003120422","3.41822004318237","3.50960993766785","3.76031994819641","3.57255005836487","3.26212000846863","3.29269003868103","3.30989003181458","3.32624006271362","3.81017994880676","4.40562009811401"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Hungary","HUN","","","","4.86840009689331","4.72375011444092","4.5631799697876","4.14249992370605","4.18921995162964","4.60187005996704","4.49539995193481","4.61547994613647","4.64757013320923","4.62343978881836","4.22488021850586","4.15521001815796"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Iceland","ISL","","","4.25862979888916","6.4314398765564","6.9442400932312","6.78997993469238","7.58223009109497","7.44868993759155","7.6414098739624","7.4579701423645","7.43219995498657","7.58385992050171","7.56349992752075","7.60675001144409","8.61443996429443"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","India","IND","","","","4.32479000091553","3.377690076828","3.79618000984192","4.08500003814697","3.84467005729675","3.8989999294281","4.11499977111816","4.25699996948242","4.30600023269653","4.3769998550415","3.8970000743866","4.29300022125244"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Indonesia","IDN","","","","","2.81227993965149","3.18944001197815","3.40748000144958","3.35904002189636","3.28800988197327","3.58360004425049","3.56997132301331","2.66997861862183","2.75422644615173","2.84207797050476","3.48981857299805"
